timestamp,load,temperature,humidity,is_holiday
2023-01-01 00:00:00,8632.818903071955,20.59357578493221,63.33047360099407,0
2023-01-01 01:00:00,9280.88583218327,14.856749498019317,66.94105713880386,0
2023-01-01 02:00:00,9248.681381807608,20.941554736552845,64.13352305986402,0
2023-01-01 03:00:00,9794.41732301743,17.022303756155274,70.24187294884966,0
2023-01-01 04:00:00,9909.656049380486,18.00399191257031,64.08900116858655,0
2023-01-01 05:00:00,10890.98412383488,24.975289296143668,74.81073702244797,0
2023-01-01 06:00:00,10413.334012403755,20.521058505405083,71.72926769708181,0
2023-01-01 07:00:00,10429.380569664956,18.046882703055076,71.10881912379519,0
2023-01-01 08:00:00,10208.338715233844,20.89239525897105,59.36590661251401,0
2023-01-01 09:00:00,10080.27031053555,21.148801332340085,64.54321637384366,0
2023-01-01 10:00:00,8469.868689376948,24.038467849846917,62.970640730535926,0
2023-01-01 11:00:00,9125.290655162718,18.44398687262158,60.998391221299315,0
2023-01-01 12:00:00,7965.77618475991,19.43250094441277,66.67750469567858,0
2023-01-01 13:00:00,7992.8213565250035,19.64079308906579,71.77469721611517,0
2023-01-01 14:00:00,7537.905785163526,18.940469207074507,63.73752833359571,0
2023-01-01 15:00:00,7617.594091876311,18.441381903710816,64.04842866856177,0
2023-01-01 16:00:00,6820.283172347485,21.71124896619143,76.15509317162585,0
2023-01-01 17:00:00,6551.211580216706,22.2017991746742,57.67379882649001,0
2023-01-01 18:00:00,6035.984487282692,24.490371208361914,63.689384785313855,0
2023-01-01 19:00:00,5856.748676341083,16.406312016652965,70.67122077769878,0
2023-01-01 20:00:00,6406.6253118364975,16.007727273765653,63.158335725165976,0
2023-01-01 21:00:00,7128.195643826632,20.157352899565492,58.45046953778924,0
2023-01-01 22:00:00,7866.856117888023,21.77818026533015,68.01644557328092,1
2023-01-01 23:00:00,8237.73234619234,22.09049379647034,66.75167730277535,0
2023-01-02 00:00:00,9574.038514700243,22.789115914963695,70.09188657258893,0
2023-01-02 01:00:00,10452.425590180716,20.048094587874527,64.47943031133465,0
2023-01-02 02:00:00,10627.226879448863,19.470273564543007,66.85095857474272,0
2023-01-02 03:00:00,10705.30260947004,21.461133689166775,57.28671556982024,0
2023-01-02 04:00:00,12141.758905829885,20.884179652604093,58.537187217073125,0
2023-01-02 05:00:00,11410.11702562818,18.03716711348399,71.4223798676792,0
2023-01-02 06:00:00,11548.600249280968,20.351552482351128,63.039942187993205,0
